CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
505,29,3,145541.56,2,1,1,58019.95,0
706,23,5,0,1,0,0,164128.41,1
693,44,5,124601.58,2,1,1,46998.13,1
725,33,7,115182.84,2,1,1,177279.41,0
791,37,2,163789.49,2,1,0,75832.53,0
536,46,1,65733.41,1,1,0,61094.53,0
699,47,1,0,2,0,1,30117.44,0
500,47,8,128486.11,1,1,0,179227.12,0
707,53,6,109663.47,1,1,1,52110.45,0
531,42,6,88324.31,2,1,0,75248.75,0
557,28,7,146445.24,2,1,0,184317.74,0
659,38,3,0,2,1,0,158553.1,0
575,31,6,0,2,1,1,95686.42,0
775,36,2,109949.05,2,0,1,71682.54,0
772,30,4,78653.05,1,1,0,1790.48,0
587,46,9,107850.82,1,1,0,139431,1
667,39,4,83765.35,2,1,0,118358.54,0
771,66,7,143773.07,1,1,1,130827.88,0
523,63,6,116227.27,1,1,1,119404.63,0
662,33,0,103471.52,1,1,1,162703,0
717,42,5,0,2,1,0,172665.21,0
746,24,3,137492.35,2,0,1,170142.09,0
569,28,7,0,2,1,0,73977.23,0
579,36,9,129829.59,1,1,1,60906.12,0
519,21,1,146329.57,2,1,1,194867.27,0
696,30,4,114027.7,1,1,1,193716.56,0
693,25,6,146580.69,1,0,1,14633.35,0
587,38,0,132122.42,2,0,0,31730.32,0
626,44,10,81553.93,1,1,0,20063.63,1
666,66,7,0,2,1,1,99792.82,0
512,24,6,0,2,1,0,37654.31,0
689,28,3,0,2,1,1,192449.02,0
803,26,4,0,2,1,1,181208.47,0
548,32,5,175214.71,1,1,1,155165.61,0
588,40,10,125534.51,1,1,0,121504.18,1
693,68,4,97705.99,1,1,1,61569.07,0
499,55,4,126817.65,2,1,0,123269.71,0
628,46,1,46870.43,4,1,0,31272.14,1
624,46,3,0,2,1,1,62825.03,0
733,42,9,120094.93,1,1,0,184056.45,0
628,38,3,0,2,1,1,48924.73,0
633,33,3,0,2,1,0,191111.02,0
559,36,1,104356.94,2,0,1,54184.06,0
704,27,5,147004.34,1,1,0,64381.33,1
744,38,6,73023.17,2,1,0,78770.86,0
665,40,1,173432.55,1,0,1,116766.79,0
638,42,7,165679.92,1,0,0,32916.29,0
837,31,9,104678.62,1,0,1,50972.6,0
534,55,8,116973.26,3,1,0,122066.5,1
548,36,3,0,1,1,0,65996.9,0
837,38,2,126732.85,1,1,1,79577.38,0
658,44,6,148481.09,1,1,0,130529.13,0
554,38,4,137654.05,2,1,1,172629.67,0
724,30,7,115315.04,1,1,0,15216.53,0
723,42,2,99095.73,1,1,1,17512.53,0
585,39,7,165610.41,2,0,0,131852.01,0
474,33,5,0,2,1,0,181945.52,1
562,32,6,161628.66,1,1,0,91482.5,0
719,32,9,146605.27,1,1,1,77119.45,0
635,37,5,113488.68,1,1,0,95611.74,1
743,42,7,77002.2,2,1,1,80428.42,0
681,67,7,0,2,0,1,163714.92,0
521,39,6,0,2,0,1,27375.15,0
741,25,4,0,2,1,1,73873.65,0
790,46,8,182364.53,1,0,0,139266.48,1
622,35,8,0,2,1,1,131772.51,0
669,45,7,149364.58,1,0,1,173454.07,0
583,59,7,127450.14,1,0,1,67552.71,0
520,63,5,162278.32,1,1,1,34765.33,0
579,37,5,152212.88,2,0,0,120219.14,0
698,39,9,161993.89,1,0,0,90212.38,0
548,39,7,131468.44,1,1,0,164975.82,0
672,40,10,102980.44,1,1,0,1285.81,1
653,31,9,143321.97,1,1,0,83679.46,0
734,37,2,130404.92,1,0,0,34548.74,0
794,41,7,0,2,1,1,74275.08,0
641,30,2,87505.47,2,0,1,7278.57,0
824,30,0,133634.02,1,1,1,162053.92,0
534,33,3,151233.62,1,0,0,199336.63,0
653,55,2,70263.83,1,0,1,62347.71,0
498,34,5,0,2,1,1,91711.66,0
683,30,10,57657.49,1,0,0,79240.9,0
618,42,8,153572.31,2,1,1,76679.6,0
538,37,1,134752.08,1,1,0,162511.55,0
643,34,3,83132.09,1,1,1,21360.88,0
428,31,2,0,2,1,0,54487.43,0
593,32,9,134096.53,2,1,0,53931.05,1
718,31,0,118100.59,2,1,0,103165.15,0
811,52,10,76915.4,1,0,0,146359.81,1
823,46,3,81576.75,1,1,1,28370.95,1
645,49,2,0,2,0,0,10023.15,0
710,33,10,118327.17,2,1,1,192928.82,0
591,30,8,124857.69,2,0,0,50485.7,0
748,27,2,90971.85,1,1,1,131662.47,0
850,37,7,153147.75,1,1,1,152235.3,0
542,38,8,65942.26,1,1,1,68093.23,1
809,38,3,0,2,1,1,80061.31,0
675,54,2,0,1,1,0,149583.67,1
607,27,5,100912.19,1,0,0,7631.27,0
850,31,4,0,2,1,1,33082.81,0
789,37,3,0,1,1,0,121883.87,1
598,43,5,0,3,1,1,100722.72,1
756,41,2,124439.49,2,0,1,47093.11,0
687,47,7,0,2,1,1,177624.01,0
724,40,6,0,2,0,0,106149.48,0
700,44,2,58781.76,1,1,0,16874.92,0
635,50,7,159453.64,2,0,0,54560.79,1
687,26,2,142721.52,1,1,1,153605.75,0
613,46,8,167795.6,1,0,1,44390.38,0
781,38,3,128345.69,2,1,0,63218.85,0
703,20,3,165260.98,1,1,1,41626.78,0
593,62,3,118233.81,1,0,1,24765.53,1
743,40,6,0,1,1,0,28280.8,1
640,46,8,0,2,1,0,89043.19,0
849,37,7,143452.74,2,1,1,17294.12,0
778,38,3,145018.49,2,1,1,126702.41,0
539,38,8,82407.51,1,1,0,13123.41,0
489,28,1,79460.98,2,1,1,167973.63,0
568,43,9,0,1,1,0,125870.79,1
618,38,5,126473.99,1,1,0,91972.49,0
710,30,10,133537.1,2,1,0,155593.74,0
625,52,5,164978.01,1,1,1,67788.49,0
682,46,7,128029.72,1,1,1,62615.35,0
727,43,2,97403.18,1,1,1,107415.02,1
794,41,7,176845.41,3,1,0,166526.26,1
652,71,4,0,1,1,1,120107.1,0
670,42,3,81589.04,1,1,0,188227.8,0
460,40,6,119507.58,2,1,0,91560.63,1
568,26,6,0,2,0,0,166495.2,0
643,30,5,94443.77,1,1,1,165614.4,0
521,37,2,0,2,1,1,86372.24,0
615,32,7,92199.84,1,1,1,2755.53,0
575,43,3,0,1,1,0,83594.51,0
717,41,3,135756.96,1,1,1,103706.41,0
648,54,9,120633.42,1,0,0,5924.38,1
535,48,5,134542.73,1,1,1,58203.67,1
626,29,7,0,2,1,0,49361.84,0
611,52,7,0,1,0,1,73585.18,1
734,39,6,0,1,1,1,95135.27,0
709,49,4,154344.49,2,1,1,38794.57,0
591,43,3,0,2,0,1,198926.36,0
664,43,9,189026.53,2,1,1,56099.86,0
431,37,0,120764.08,1,1,1,117023.08,0
647,22,3,97975.82,2,0,1,62083,0
578,32,4,0,2,1,1,141822.8,0
555,41,10,113270.2,2,1,1,185387.14,0
775,30,4,0,2,0,1,57461.13,0
850,39,3,124548.99,2,1,1,120380.12,0
625,43,8,201696.07,1,1,0,133020.9,1
645,37,7,0,2,1,0,13589.93,0
608,44,7,114203.47,1,1,1,77830.36,1
689,31,4,0,2,1,1,136610.02,0
652,50,8,125437.64,1,1,1,17160.94,1
769,26,7,0,2,1,0,176843.53,0
611,43,8,64897.75,1,1,0,114996.33,0
489,38,8,0,2,0,1,196990.79,0
528,46,9,135555.66,1,1,0,133146.03,1
632,44,3,107764.75,1,1,0,185667.72,0
429,27,6,117307.44,2,1,1,24020.49,0
457,41,8,73700.12,3,1,1,185750.02,1
768,44,6,60603.4,1,1,1,178045.97,0
715,35,4,40169.88,2,1,1,199857.47,0
668,32,10,92041.87,1,1,1,43595.9,0
625,26,3,130483.95,1,1,0,122810.53,0
846,41,5,0,3,1,0,3440.47,1
661,42,3,0,2,1,0,35989.41,0
571,23,10,151097.28,1,0,1,17163.75,0
582,46,8,67563.31,1,1,0,44506.09,1
716,35,8,112808.18,1,0,1,17848.3,0
758,42,7,0,2,0,1,76209.56,0
725,66,4,86459.8,1,1,1,141476.56,0
630,40,0,118633.08,1,0,1,60032.46,1
627,55,2,159441.27,1,1,0,100686.11,1
653,27,9,0,2,1,0,96429.29,0
775,38,4,125212.65,2,1,1,15795.88,1
794,45,8,88656.37,2,1,0,116547.31,0
831,32,2,146033.62,1,1,0,191260.74,0
561,29,9,120268.13,1,1,1,173870.39,0
705,46,7,0,2,1,0,117273.35,0
636,33,0,0,1,1,0,92277.47,1
487,46,4,135070.58,2,1,1,44244.49,1
693,38,3,0,2,0,0,78133.48,1
517,29,5,0,2,1,0,103402.88,0
684,27,9,122550.05,2,0,1,137835.82,0
620,43,2,0,2,1,0,20670.1,0
757,29,8,130306.49,1,1,0,77469.38,0
739,27,6,0,1,1,1,57572.38,0
662,41,4,90350.77,1,1,0,75884.65,1
359,44,6,128747.69,1,1,0,146955.71,1
572,23,2,126873.52,1,0,1,67040.12,0
721,69,2,108424.19,1,1,1,178418.35,0
707,32,9,0,2,0,0,30807.02,0
444,40,5,84350.07,1,1,0,143835.76,0
523,73,7,0,2,0,0,130883.9,1
685,30,4,84958.6,2,0,1,194343.72,0
673,29,4,99097.36,1,1,1,9796.69,0
503,30,10,136622.55,2,0,0,47310.24,0
485,30,5,156771.68,1,1,1,141148.21,0
799,28,7,167658.33,2,1,1,111138.25,0
585,33,8,0,2,1,0,114182.07,0
607,24,2,109483.54,2,0,1,127560.77,0
521,40,9,134504.78,1,1,0,18082.06,0
535,44,2,114427.86,1,1,1,136330.26,0
724,45,5,83888.54,1,0,1,34121.81,0
520,32,5,110029.77,1,1,0,56246.69,0
696,41,9,127523.75,1,0,1,191417.42,0
657,30,1,139762.13,2,1,1,23317.88,0
603,42,8,91611.12,1,0,0,144675.3,1
726,42,2,109471.79,1,0,1,175161.05,0
591,39,4,150500.64,1,1,0,14928.8,0
792,59,9,101609.77,1,0,0,161479.19,1
550,57,5,0,1,1,1,133501.94,0
601,26,8,78892.23,1,1,1,23703.52,0
820,29,3,82344.84,1,0,1,115985.38,0
667,48,2,0,1,1,0,43229.2,0
573,44,4,0,1,1,1,94862.93,0
755,62,1,127706.33,2,0,1,142377.69,0
552,41,9,124349.34,1,1,0,135635.25,0
598,44,8,0,2,1,0,148487.9,0
576,28,1,119336.29,2,0,1,58976.85,0
670,31,9,0,1,0,1,76254.83,0
504,56,9,104217.3,1,0,0,55857.48,1
778,65,7,0,1,1,1,77867.23,0
558,39,10,144757.02,1,1,0,22878.16,1
627,44,6,0,1,1,1,114469.55,0
683,43,8,0,1,1,0,96754.8,0
556,43,6,0,3,0,0,125154.57,1
583,38,10,0,2,0,1,113597.64,0
705,24,7,100169.51,1,1,0,121408.55,0
637,33,2,145731.83,1,0,1,109219.43,0
697,56,5,110802.03,1,1,1,50230.31,1
555,46,4,120392.99,1,1,0,177719.88,1
594,26,6,135067.52,2,0,0,131211.86,0
632,31,3,136556.44,1,1,0,82152.83,1
551,38,10,0,2,1,1,216.27,0
687,35,3,99587.43,1,1,1,1713.1,1
672,53,7,0,1,1,1,136910.18,0
521,34,7,70731.07,1,1,1,20243.97,1
686,35,2,109342.82,2,0,1,86043.27,0
639,28,8,0,2,1,0,126561.07,0
850,66,4,0,2,0,1,64350.8,0
465,25,2,78247.31,2,1,1,10472.31,0
817,55,10,117561.49,1,1,0,95941.55,1
578,23,10,88980.32,1,1,1,125222.36,0
611,34,4,0,2,1,0,170950.58,0
616,41,1,103560.57,1,1,0,236.45,1
517,37,5,113308.84,1,0,1,31517.16,0
637,40,6,0,2,1,1,181610.6,0
806,32,3,63763.49,1,1,0,156593.09,0
633,29,7,169988.35,1,1,0,4272,0
624,35,0,180303.24,2,1,0,163587.9,0
691,52,3,0,1,1,0,175843.68,1
819,49,1,120656.86,4,0,0,166164.3,1
568,31,1,61592.14,2,1,1,61796.64,0
806,48,4,164701.68,1,1,1,21439.49,0
726,26,1,80780.16,1,1,1,19225.85,0
552,36,8,0,2,0,0,132547.02,0
755,30,6,154221.37,2,0,1,62688.55,0
634,26,8,0,1,1,0,21760.96,0
756,26,5,101641.14,2,0,1,154460.68,0
776,37,2,0,1,0,1,8065,0
649,45,5,92786.66,1,1,0,173365.9,1
595,32,8,131081.66,2,1,1,69428.79,0
646,30,5,98014.74,1,1,1,12757.14,0
592,38,8,0,2,1,0,180426.2,0
574,26,8,97460.1,1,1,1,43093.67,0
850,36,1,104077.19,2,0,1,68594,0
850,29,1,0,2,1,1,197996.65,0
475,46,10,0,2,0,0,122953,1
642,39,4,0,1,1,1,76821.24,0
710,51,4,93656.95,1,0,1,141400.51,1
596,30,6,121345.88,4,1,0,41921.75,1
609,39,8,141675.23,1,0,1,175664.25,0
797,31,8,0,2,1,0,117916.63,0
504,43,7,102365.49,1,1,0,194690.77,1
735,50,9,0,1,0,0,166677.35,1
680,30,3,0,1,1,0,160131.58,0
449,52,6,0,2,0,1,123622,0
685,57,7,101868.51,1,0,1,113483.96,0
569,38,8,0,2,0,0,79618.79,0
631,35,9,112392.45,2,1,0,24472.23,0
595,25,7,106570.34,2,0,1,177025.79,0
461,28,8,0,1,1,1,103349.74,0
630,50,1,81947.76,1,0,1,63606.22,1
661,31,7,144162.3,2,1,1,14490.79,0
796,39,5,86350.87,2,0,0,105080.53,0
710,47,5,158623.14,1,0,0,83499.89,1
741,32,8,0,2,1,0,143598.7,0
606,48,4,132403.56,1,0,0,36091.91,1
747,27,10,0,2,0,0,13007.89,0
549,43,3,134985.66,1,1,0,6101.41,0
576,36,6,0,2,1,1,48314,0
528,37,6,103772.45,1,1,0,197111.99,0
535,33,2,133040.32,1,1,1,110299.78,0
575,37,0,0,2,0,0,30114.32,0
656,39,10,0,2,1,1,98894.64,0
440,42,2,0,2,1,0,49826.68,0
539,38,8,71460.67,2,1,1,10074.05,0
850,39,6,133214.13,1,0,1,20769.88,0
646,37,7,96558.66,1,0,0,163427.18,0
744,54,6,93806.31,2,0,1,140068.77,0
710,36,8,0,2,0,0,83206.19,0
544,64,3,124043.8,1,1,1,111402.97,1
723,52,5,131694.97,1,0,1,92873.5,1
507,29,6,0,2,0,1,94780.9,0
787,35,1,106266.8,1,1,1,16607.15,0
598,41,8,0,2,1,1,161954.43,0
796,51,6,0,2,0,1,194733.28,0
569,41,4,139840.36,1,1,1,163524.7,0
711,34,8,0,2,0,0,48260.19,0
661,35,8,124098.54,1,1,0,86678.48,0
415,32,5,145807.59,1,1,1,3064.65,0
578,23,8,0,2,1,0,112124.98,0
611,26,2,107508.93,2,1,1,120801.65,0
600,28,6,0,2,0,1,52193.23,0
661,32,1,145980.23,1,0,1,56636.28,0
850,37,3,212778.2,1,0,1,69372.88,0
573,47,4,152522.47,1,0,1,164038.07,1
764,33,9,168964.77,1,0,1,118982.51,0
838,34,8,0,2,1,0,27472.07,0
821,28,8,0,1,1,1,36754.13,0
607,36,4,98266.3,1,1,1,46416.36,0
558,38,8,113000.92,1,1,1,152872.39,0
530,23,1,137060.88,2,1,1,165227.23,0
654,37,5,112146.12,1,1,0,75927.35,0
530,33,4,129307.32,1,1,1,172930.28,0
656,69,6,163975.09,1,1,1,36108.5,0
520,43,7,0,2,1,1,36202.74,0
602,42,6,158414.85,1,1,1,131886.46,0
701,48,1,92072.68,1,1,1,133992.36,0
653,30,2,88243.29,2,1,1,96658.26,0
668,25,8,0,2,1,1,135112.09,0
652,48,4,59486.31,1,1,0,163944.18,1
639,54,2,0,2,1,1,53843.71,0
730,52,7,0,2,0,1,122398.84,0
780,34,1,0,1,1,1,64804.04,0
592,38,8,119278.01,2,0,1,19370.73,0
628,34,4,158741.43,2,1,1,126192.54,0
658,40,7,140596.95,1,0,1,135459.02,1
850,29,10,0,2,1,1,94815.04,0
515,37,2,90432.92,1,1,1,188366.04,1
571,35,1,104783.81,2,0,1,178512.52,0
760,42,0,77992.97,2,1,1,97906.38,0
720,43,10,110822.9,1,0,0,72861.94,0
632,42,4,119624.6,2,1,1,195978.86,0
694,31,6,109052.59,2,1,1,19448.93,1
559,40,5,139129.44,1,0,1,32635.54,0
773,42,8,152324.66,2,1,0,171733.22,0
581,38,1,0,2,1,0,46176.22,0
524,37,9,127480.58,2,1,0,179634.69,0
713,53,6,115029.4,1,0,0,191521.32,1
676,40,8,114005.78,1,1,1,67998.45,0
651,42,1,116646.76,1,1,0,44731.8,1
717,49,1,110864.38,2,1,1,124532.9,1
594,23,5,156267.59,1,1,0,160968.44,0
716,44,3,109528.28,1,1,0,27341.63,1
668,35,6,102482.76,1,1,1,53994.64,0
678,23,10,115563.71,1,1,1,91633.53,0
545,23,2,0,2,1,0,189613.12,0
613,40,9,95624.36,2,1,1,60706.33,0
687,21,8,0,2,1,1,154767.34,0
715,28,7,160376.61,1,0,0,196853.11,0
618,41,8,37702.79,1,1,1,195775.48,0
721,35,6,118273.83,1,0,1,3086.89,0
445,34,7,131082.17,2,1,1,70618,0
690,38,1,94456,2,0,1,55034.02,0
709,43,8,0,2,0,0,168035.62,1
671,42,3,0,2,1,1,128449.33,0
538,33,6,93791.38,1,1,1,199249.29,0
735,33,4,0,2,1,0,149474.69,0
592,37,7,0,2,1,1,126726.33,0
747,61,7,155973.13,1,0,1,147554.26,0
675,36,7,89409.95,1,1,1,149399.7,0
632,39,5,97854.37,2,1,0,93536.38,0
621,39,6,0,2,1,1,58883.91,0
521,29,3,60280.62,1,1,0,154271.41,0
591,36,7,135216.8,1,1,1,122022.89,0
706,28,6,124923.35,2,1,1,50299.14,0
677,38,4,0,2,1,0,187800.63,0
769,27,7,188614.07,1,1,0,171344.09,0
771,32,5,62321.62,1,1,1,40920.59,0
601,48,8,120782.7,1,1,0,63940.68,1
670,42,1,115961.58,2,0,1,29483.87,0
517,28,2,115062.61,1,1,0,179056.23,0
834,49,8,160602.25,2,1,0,129273.94,0
571,42,4,108825.34,3,1,0,55558.51,1
576,36,8,166287.85,1,1,1,23305.85,0
718,31,1,152663.77,1,0,1,17128.64,0
636,31,9,80844.69,2,1,1,74641.9,0
566,40,2,97001.36,2,1,0,154486.01,0
711,64,4,0,2,1,1,3185.67,0
574,39,2,122524.61,2,1,0,88463.63,0
619,35,8,132292.63,1,1,0,65682.93,0
588,24,0,0,2,1,1,140586.08,0
760,49,9,91502.99,1,1,0,117232.9,1
665,52,3,0,1,1,0,116137.01,1
739,29,3,59385.98,2,1,1,105533.96,0
641,77,9,0,3,1,1,81514.06,0
685,21,6,97956.5,1,1,1,164966.27,0
594,49,4,0,2,1,1,23631.55,0
557,40,4,0,2,0,1,105433.53,0
697,27,8,141223.68,2,1,0,90591.15,0
656,18,10,151762.74,1,0,1,127014.32,0
712,43,1,141749.74,2,0,1,90905.26,0
689,38,5,75075.14,1,1,1,8651.92,1
697,25,4,165686.11,2,1,0,15467.98,0
589,38,2,0,1,1,0,79915.28,0
525,25,10,0,2,1,0,69361.95,0
680,44,3,0,2,1,0,86935.08,0
617,28,0,0,2,1,1,7597.83,1
680,32,5,92961.61,1,1,0,116957.6,0
662,30,9,0,2,0,1,157884.83,0
736,46,5,130812.91,1,1,1,77981.54,1
657,57,8,107174.58,1,1,1,126369.55,1
350,54,1,152677.48,1,1,1,191973.49,1
617,30,3,132005.77,1,1,0,142940.39,0
562,35,7,0,1,0,0,48869.67,0
705,23,5,0,2,1,1,73131.73,0
516,33,7,127305.5,1,1,1,120037.36,0
573,37,6,0,2,1,0,193995.37,0
538,31,0,0,2,0,0,179453.66,0
699,39,9,0,1,1,0,80963.92,0
504,32,8,170291.22,2,0,1,15658.99,0
583,47,5,102562.23,1,1,0,92708.1,0
712,53,2,111061.01,2,0,0,26542.17,0
626,62,3,0,1,1,1,65010.74,0
631,34,4,124379.14,1,1,0,106892.91,0
663,37,7,0,1,1,1,185210.63,0
506,41,3,57745.76,1,1,0,4035.46,0
570,50,5,129293.74,1,1,0,177805.44,1
703,45,7,0,2,1,1,68831.72,0
698,40,8,150777.1,1,1,0,114732.62,0
731,41,4,0,2,1,0,22299.27,0
625,34,6,0,2,0,0,197283.2,0
634,31,9,108632.48,1,1,1,179485.96,1
616,59,5,153861.1,1,1,1,17699.48,0
500,56,1,100374.58,1,1,0,118490.8,1
446,32,8,0,2,0,0,133292.94,0
669,47,9,61196.54,1,1,0,58170.24,0
581,31,6,116891.72,1,1,0,107137.3,0
704,54,6,133656.91,3,1,0,145071.33,1
748,44,2,92911.52,1,0,1,85495.24,0
680,31,9,119825.75,2,1,1,101139.3,0
655,37,7,111852.84,2,1,0,10511.13,0
690,32,0,106683.52,2,1,1,137916.49,0
695,40,7,139022.24,1,0,1,193383.13,0
700,40,4,148571.07,1,1,0,189826.96,1
773,52,4,0,1,0,1,144113.42,0
749,42,1,129776.72,2,0,1,143538.51,0
611,46,5,0,1,1,0,77677.14,1
606,46,8,0,2,1,1,183717.94,0
554,24,10,0,1,0,0,92180.62,0
567,37,7,0,2,1,1,28690.9,0
559,24,3,114739.92,1,1,0,85891.02,1
594,41,2,122545.65,2,1,1,42050.24,0
513,37,6,0,2,1,0,110142.34,0
652,26,1,131908.35,1,1,1,179269.79,0
680,42,7,105722.69,1,1,1,90558.24,1
784,33,10,0,2,1,0,162022.47,0
812,44,8,0,3,1,0,66926.83,1
784,40,8,0,2,1,0,108891.3,0
570,18,4,82767.42,1,1,0,71811.9,0
712,42,1,87842.98,1,0,0,92223.59,0
705,39,6,133261.13,1,1,1,78065.9,0
681,32,3,0,2,1,1,59679.9,0
620,41,0,97925.11,1,1,0,85000.32,0
711,52,5,0,1,1,1,159808.95,0
613,24,7,140453.91,1,1,0,129001.3,0
613,20,0,117356.19,1,0,0,113557.7,1
682,36,5,0,2,1,1,147758.51,0
850,37,4,137204.77,1,1,1,28865.59,0
601,41,1,0,2,0,1,160607.06,0
595,35,8,0,1,1,0,100015.79,1
675,36,3,54098.18,2,0,1,54478.52,0
591,31,8,0,1,1,1,141677.33,0
602,23,7,113758.48,2,0,0,84077.6,0
554,34,8,0,1,0,1,106981.03,0
541,37,9,118636.92,1,1,1,73551.44,0
506,34,7,0,2,0,0,115842.1,0
814,44,8,95488.82,2,0,0,107013.59,0
683,30,8,110829.52,2,0,0,24938.84,0
485,51,7,144244.59,2,1,0,51113.14,0
696,31,8,122021.92,2,1,0,33828.64,0
608,30,8,0,2,1,0,128875.86,0
792,50,9,0,4,1,1,194700.81,1
686,22,5,0,2,1,0,158974.45,0
790,42,1,85839.62,1,1,0,198182.73,0
654,29,4,96974.97,1,0,1,141404.07,0
452,35,4,148172.44,1,1,1,4175.68,0
719,38,0,0,1,1,0,126876.47,0
707,40,5,0,2,1,0,41052.82,0
699,49,2,0,1,0,0,105760.01,0
850,30,2,0,2,0,1,27937.12,0
828,28,8,134766.85,1,1,0,79355.87,0
850,30,5,123210.56,2,1,1,102180.27,0
712,47,1,139887.01,1,1,1,95719.73,0
634,44,9,149961.11,1,1,0,57121.51,0
730,45,6,152880.97,1,0,0,162478.11,0
685,43,9,108589.47,2,0,1,194808.51,0
809,33,9,0,1,1,1,124045.65,0
707,35,3,56674.48,1,1,0,17987.4,1
648,32,8,0,1,1,0,133653.38,0
760,57,1,0,2,1,1,25101.17,0
805,33,3,105663.56,2,0,1,33330.89,0
585,39,7,0,2,1,0,2401.26,0
595,30,5,100683.54,1,1,1,178361.04,0
630,42,6,0,2,1,0,162697.93,0
627,29,5,139541.58,2,1,0,80607.33,0
631,37,2,121801.72,2,0,1,23146.62,0
776,38,5,112281.7,1,0,1,89893.6,0
676,36,4,0,2,1,1,3173.31,0
758,40,5,93499.82,2,0,0,123218.81,0
637,33,0,132255.99,2,0,1,74588.41,0
850,20,7,0,2,1,0,31288.77,0
601,44,4,0,2,1,0,58561.31,0
735,49,5,121973.28,1,1,0,148804.36,0
614,32,7,99462.8,2,1,1,51117.06,0
672,21,3,165878.76,2,1,1,164537.17,0
642,30,8,117494.27,1,0,0,61977.82,0
633,29,0,138577.34,1,1,0,193362.99,0
769,39,9,0,1,1,1,47722.79,0
796,41,8,107525.07,1,1,0,18510.41,0
715,23,7,139224.92,2,1,0,65057.71,0
695,42,7,121453.63,1,0,0,46374.64,0
747,25,4,0,2,0,1,42039.67,0
584,54,1,77354.37,1,0,0,138192.98,1
476,40,6,0,1,1,1,22735.45,0
850,39,7,79259.99,1,0,1,186910.74,0
529,30,2,116295.29,1,1,0,75285.47,0
584,59,1,0,1,0,1,130260.11,1
586,34,9,74309.81,1,1,0,15034.93,0
674,34,2,152797.9,1,1,0,175709.4,1
552,42,9,133701.07,2,1,0,101069.71,1
601,33,7,114430.18,2,1,1,153012.13,0
541,29,7,127504.57,1,0,0,86173.92,0
744,41,2,84113.41,1,1,0,197548.63,0
595,23,10,101126.66,2,0,0,37042.8,0
724,33,5,103564.83,2,1,0,121085.72,0
533,52,7,0,1,0,1,194113.99,1
618,37,2,168178.21,2,0,1,101273.23,0
523,39,1,143903.11,1,1,1,118711.75,1
642,30,5,129753.69,1,1,0,582.53,0
584,35,9,0,2,1,0,192381.21,0
521,38,5,110641.18,1,0,1,136507.69,1
662,36,4,166909.2,2,1,0,138871.12,1
758,34,1,154139.45,1,1,1,60728.89,0
717,38,7,97459.06,1,0,0,189175.71,0
611,40,1,0,2,1,1,102547.56,0
766,43,6,112088.04,2,1,1,36706.56,0
636,34,3,0,2,1,1,44756.25,0
814,48,7,0,2,1,1,132870.15,0
760,28,1,141038.57,2,0,0,16287.38,0
607,39,2,84468.67,2,1,1,121945.42,0
725,36,4,118520.26,1,0,0,131173.9,1
600,37,1,142663.46,1,0,1,88669.89,0
656,27,4,118627.16,2,1,1,160835.3,0
640,34,1,137523.02,1,0,0,24761.36,0
439,28,7,110976.23,2,1,0,138526.96,0
549,38,8,107283.4,1,0,0,157442.75,0
622,38,5,0,2,0,0,105295.77,0
715,34,4,124314.45,1,0,0,97782.92,0
657,41,5,95858.37,1,1,1,68255.88,0
703,36,2,0,2,1,0,108790.95,0
802,33,8,0,2,1,0,143706.18,0
793,36,0,0,1,0,0,148993.47,0
554,35,6,117707.18,2,0,0,95277.15,1
533,38,1,135289.33,2,0,1,152956.33,0
658,36,8,174060.46,1,1,1,94925.62,0
713,40,3,114446.84,2,1,1,87308.18,0
711,37,2,0,2,1,0,83978.86,1
669,25,1,157848.53,1,0,0,37543.93,1
439,43,8,0,1,0,1,104889.3,0
763,37,6,0,2,1,1,149705.25,0
697,74,3,108071.36,2,1,1,16445.79,0
702,35,8,14262.8,2,1,0,54689.16,0
686,41,7,102749.72,1,0,1,194913.86,0
629,36,1,161757.87,2,1,1,146371.72,0
823,38,1,0,2,1,0,156603.7,0
683,35,5,95698.79,1,0,1,182566.76,0
555,37,9,124969.13,1,1,0,60194.05,0
647,44,4,93960.35,1,1,0,36579.53,1
714,51,4,88308.87,3,0,0,5862.53,1
850,39,10,0,2,1,1,143030.09,0
713,59,3,0,2,1,1,62700.08,0
452,30,7,112935.87,1,1,1,99017.34,0
683,24,8,98567.1,1,1,0,187987.01,0
577,26,1,180530.51,1,0,0,123454.62,0
552,33,5,140931.57,1,0,1,10921.5,0
769,31,7,148913.72,2,1,0,53817.23,0
691,38,7,0,2,0,0,81617.4,0
818,49,2,0,1,0,1,192298.84,1
739,41,5,0,2,0,0,143882.25,0
639,50,6,115335.32,2,1,1,53130.41,0
651,65,0,0,2,1,1,190454.04,0
779,26,0,0,2,0,1,111906,0
850,33,7,134678.13,1,1,0,113177.95,0
829,38,9,0,2,1,0,30529.88,0
579,31,2,90547.48,2,1,1,18800.13,0
510,32,9,103324.78,1,1,1,46127.7,0
531,29,3,114590.58,1,0,0,75585.48,0
628,36,3,91286.51,1,1,0,63085.94,0
633,32,5,163340.12,2,1,1,74415.2,0
714,45,8,150900.29,2,0,1,139889.15,0
604,23,9,124577.33,1,1,1,7267.25,0
630,35,1,0,2,0,0,186826.22,0
850,31,4,91292.7,1,1,1,162149.07,0
788,57,8,93716.72,1,1,1,180150.49,1
